,Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
251,506,DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,25,18,3,No
252,508,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5,19,26,21,4,No
253,510,DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5,18,25,21,4,No
254,512,DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,standard SUV,3,14,22,17,3,No
255,514,DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,No
256,516,DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,No
257,518,DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,small SUV,3,19,25,21,4,No
258,521,DODGE Journey,3.6,6,Auto-6,4WD,Gasoline,small SUV,3,16,24,19,3,No
259,523,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,22,18,3,No
260,524,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,No
261,527,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,22,18,3,No
262,528,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,No
263,531,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,13,1,No
264,533,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,18,3,No
265,534,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,19,3,No
266,537,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,small car,3,12,17,13,1,No
267,539,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,21,17,3,No
268,541,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,station wagon,3,22,30,25,5,No
269,543,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,19,25,21,4,No
270,544,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,25,22,4,No
271,545,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,26,22,4,No
272,549,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,23,20,4,No
273,550,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,24,21,4,No
274,551,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,19,24,21,4,No
275,555,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,24,21,4,No
276,556,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,25,22,4,No
277,559,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,17,22,19,3,No
278,560,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,18,23,20,4,No
279,563,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,21,19,3,No
280,564,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,22,19,3,No
281,565,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,18,25,21,4,No
282,569,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,21,18,3,No
283,570,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,22,19,3,No
284,571,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,17,23,19,3,No
285,575,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,20,17,3,No
286,576,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,21,18,3,No
287,577,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,17,23,19,3,No
288,581,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,15,19,17,3,No
289,582,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,20,17,3,No
290,583,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,22,18,3,No
291,587,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,3,15,18,16,2,No
292,590,FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
293,592,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,No
294,594,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,No
295,595,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,23,34,27,6,No
296,597,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,21,31,25,5,No
297,599,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,midsize car,5,20,29,23,5,No
298,601,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,midsize car,5,21,32,25,5,No
299,603,FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,midsize car,5,17,26,20,4,No
300,605,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Gasoline/Electricity,midsize car,7,43/102,41/91,42/97,10,Elite
301,607,FORD Fusion Hybrid,2.0,4,CVT,2WD,Gasoline,midsize car,7,43,41,42,9,Yes
302,611,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,19,27,22,4,No
303,612,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,20,27,23,5,No
304,615,GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,25,20,4,No
305,617,GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,No
306,619,GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,large car,5,19,27,22,4,No
307,621,GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,large car,5,18,25,20,4,No
308,623,GENESIS G80,5.0,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,No
309,625,GENESIS G80,5.0,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,No
310,628,GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,24,20,4,No
311,630,GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,No
312,631,GENESIS G90,5.0,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,No
313,633,GENESIS G90,5.0,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,No
314,635,GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,standard SUV,3,21,26,23,5,No
315,637,GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,standard SUV,3,21,25,23,5,No
316,639,GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,standard SUV,5,18,25,21,4,No
317,641,GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,standard SUV,5,17,25,20,4,No
318,643,GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,pickup,5,20,26,22,4,No
319,645,GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,pickup,5,19,24,21,4,No
320,647,GMC Canyon,2.5,4,Man-6,2WD,Gasoline,pickup,5,20,26,22,4,No
321,649,GMC Canyon,2.8,4,Auto-6,2WD,Diesel,pickup,3,22,30,25,4,No
322,651,GMC Canyon,2.8,4,Auto-6,4WD,Diesel,pickup,3,20,28,23,4,No
323,653,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,pickup,5,18,25,20,4,No
324,655,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,special purpose,5,15,15,15,2,No
325,657,GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,pickup,5,17,24,19,3,No
326,659,GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol/Gas,pickup,5,12/18,16/24,14/20,4,No
327,661,GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol/Gas,pickup,5,12/17,15/22,13/19,3,No
328,663,GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol/Gas,pickup,3,12/16,17/23,14/19,3,No
329,665,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3,16,23,19,3,No
330,666,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3,15,20,17,3,No
331,669,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3,16,22,18,3,No
332,670,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3,15,19,17,3,No
333,673,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,18,24,20,4,No
334,675,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,16,22,18,3,No
335,677,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,16,21,18,3,No
336,679,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
337,681,GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3,15,21,17,3,No
338,683,GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
339,685,GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,small SUV,5,26,30,28,6,No
340,687,GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,small SUV,5,24,28,26,5,No
341,689,GMC Terrain,1.6,4,Auto-6,2WD,Diesel,small SUV,3,28,39,32,6,No
342,691,GMC Terrain,1.6,4,Auto-6,4WD,Diesel,small SUV,3,28,38,32,6,No
343,693,GMC Terrain,2.0,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,No
344,695,GMC Terrain,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,21,26,23,5,No
345,697,GMC Yukon 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
346,699,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
347,701,GMC Yukon 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,16/22,13/18,3,No
348,703,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,No
349,705,GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
350,707,GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,22,17,3,No
351,709,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
352,711,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
353,713,GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
354,715,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,15/22,12/18,3,No
355,717,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,15,22,18,3,No
356,719,GMC Yukon XL 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,21,16,2,No
357,721,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,large car,7,31,40,34,8,Yes
358,723,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,large car,3,31,40,34,8,Yes
359,725,HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,large car,3,29,38,33,8,Yes
360,727,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,large car,7,30,36,32,7,Yes
361,729,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,large car,3,30,36,32,7,Yes
362,731,HONDA Fit,1.5,4,CVT,2WD,Gasoline,station wagon,7,33,40,36,8,Yes
363,733,HONDA Fit,1.5,4,Man-6,2WD,Gasoline,station wagon,3,29,36,31,7,Yes
364,736,HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,station wagon,7,31,36,33,8,Yes
365,739,HONDA HR-V,1.8,4,CVT,2WD,Gasoline,station wagon,3,28,34,31,7,Yes
366,741,HONDA HR-V,1.8,4,CVT,4WD,Gasoline,station wagon,3,27,31,29,6,No
367,743,HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,station wagon,3,25,33,28,6,No
368,745,HONDA HR-V,1.8,4,SCV-7,2WD,Gasoline,station wagon,3,28,34,31,7,Yes
369,747,HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,station wagon,3,27,31,29,6,No
370,748,HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,pickup,3,19,26,22,4,No
371,750,HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,pickup,3,18,25,21,4,No
372,752,HYUNDAI Elantra,1.4,4,AutoMan-7,2WD,Gasoline,midsize car,3,32,40,35,8,Yes
373,755,HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,midsize car,3,26,33,29,6,No
374,757,HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,midsize car,3,22,30,25,5,No
375,758,HYUNDAI Elantra,2.0,4,Man-6,2WD,Gasoline,midsize car,5,26,36,29,6,No
376,760,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,28,37,32,7,Yes
377,762,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,28,37,32,7,Yes
378,765,HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,26,32,28,6,No
379,767,HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,large car,3,22,29,25,5,No
380,768,HYUNDAI Elantra GT,2.0,4,Man-6,2WD,Gasoline,large car,3,23,31,26,5,No
381,770,HYUNDAI Elantra GT,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,24,32,27,6,No
382,772,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,29,38,33,8,Yes
383,774,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,29,38,33,8,Yes
384,777,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,21,4,No
385,779,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,24,20,4,No
386,781,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,28,23,5,No
387,783,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,26,22,4,No
388,784,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,27,24,5,No
389,786,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,20,26,22,4,No
390,789,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,No
391,791,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,24,21,4,No
392,793,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,17,23,20,4,No
393,795,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,22,19,3,No
394,796,HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,large car,5,28,37,31,7,Yes
395,798,HYUNDAI Sonata,2.0,4,SemiAuto-8,2WD,Gasoline,large car,5,23,32,26,5,No
396,800,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,35,28,6,No
397,802,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,35,28,6,No
398,804,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,No
399,806,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,No
400,808,INFINITI Q50,2.0,4,SemiAuto-7,2WD,Gasoline,midsize car,3,23,30,25,5,No
401,810,INFINITI Q50,2.0,4,SemiAuto-7,4WD,Gasoline,midsize car,3,22,28,24,5,No
402,813,INFINITI Q50,3.0,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,29,23,5,No
403,815,INFINITI Q50,3.0,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,27,22,4,No
404,817,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,small car,3,27,32,29,6,No
405,819,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,small car,3,26,30,28,6,No
406,821,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,26,22,4,No
407,823,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,26,22,4,No
408,825,INFINITI Q70,3.7,6,SemiAuto-7,2WD,Gasoline,midsize car,3,18,25,21,4,No
409,827,INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,midsize car,3,18,24,20,4,No
410,829,INFINITI Q70,5.6,8,SemiAuto-7,2WD,Gasoline,midsize car,3,16,24,19,3,No
411,831,INFINITI Q70,5.6,8,SemiAuto-7,4WD,Gasoline,midsize car,3,16,23,18,3,No
412,833,INFINITI Q70 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,midsize car,3,28,33,30,7,Yes
413,834,INFINITI QX30,2.0,4,AutoMan-7,2WD,Gasoline,small car,3,24,33,27,6,No
414,836,INFINITI QX30,2.0,4,AutoMan-7,4WD,Gasoline,small car,3,21,30,25,5,No
415,838,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,33,29,5,No
416,840,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,No
417,842,JAGUAR F-Pace,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,23,20,4,No
418,844,JAGUAR F-Type Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,No
419,846,JAGUAR F-Type Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
420,848,JAGUAR F-Type Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,No
421,850,JAGUAR F-Type Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
422,853,JAGUAR F-Type R Convertible,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,No
423,855,JAGUAR F-Type R Coupe,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,No
424,856,JAGUAR F-Type S Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,No
425,858,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
426,860,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
427,862,JAGUAR F-Type S Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,No
428,864,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
429,866,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
430,868,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Diesel,small car,1,32,42,36,7,No
431,870,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No
432,872,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Diesel,small car,1,30,40,34,7,No
433,874,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,24,34,28,6,No
434,876,JAGUAR XE,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,21,30,24,5,No
435,878,JAGUAR XE,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,20,29,23,5,No
436,880,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Diesel,midsize car,1,31,42,35,7,No
437,882,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,25,34,28,6,No
438,884,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Diesel,midsize car,1,30,40,34,7,No
439,886,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,No
440,888,JAGUAR XF,3.0,6,SemiAuto-8,2WD,Gasoline,midsize car,7,20,29,23,5,No
441,890,JAGUAR XF,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,7,20,28,23,5,No
442,892,JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol/Gas,small SUV,3,15/21,22/30,18/25,5,No
443,894,JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,small SUV,7,21,30,25,5,No
444,896,JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol/Gas,small SUV,3,14/21,21/28,17/23,5,No
445,898,JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,small SUV,3,21,28,23,5,No
446,900,JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,small SUV,3,21,29,24,5,No
447,902,JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,20,27,23,5,No
448,904,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,21,27,23,5,No
449,906,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,21,27,23,5,No
450,908,JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,26,21,4,No
451,910,JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,19,25,22,4,No
452,912,JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,19,25,22,4,No
453,914,JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,24,21,4,No
454,916,JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,small SUV,7,22,31,25,5,No
455,918,JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,22,30,25,5,No
456,920,JEEP Compass,2.4,4,Man-6,2WD,Gasoline,small SUV,3,23,32,26,5,No
457,922,JEEP Compass,2.4,4,Man-6,4WD,Gasoline,small SUV,3,22,31,25,5,No
458,924,JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5,19,26,21,4,No
459,926,JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5,18,25,21,4,No
460,928,JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,No
461,930,JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,No
462,933,KARMA Revero,2.0,4,Auto-1,2WD,Gasoline/Electricity,small car,1,20/59,21/61,20/60,10,No
463,934,KIA Forte,2.0,4,Man-6,2WD,Gasoline,midsize car,5,25,34,28,6,No
464,936,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,29,37,32,7,Yes
465,938,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,29,37,32,7,Yes
466,940,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,25,33,28,6,No
467,943,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,3,25,33,28,6,No
468,945,KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,25,30,27,6,No
469,947,KIA Forte5,1.6,4,Man-6,2WD,Gasoline,large car,3,23,29,25,5,No
470,949,KIA Forte5,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,25,34,28,6,No
471,951,KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,28,37,31,7,Yes
472,953,KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,22,31,25,5,No
473,954,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,24,34,28,6,No
474,956,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,24,34,28,6,No
475,958,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,No
476,960,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,No
477,962,KIA Rio,1.6,4,Man-6,2WD,Gasoline,small car,3,29,37,32,7,Yes
478,964,KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,small car,3,28,37,32,7,Yes
479,967,KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,24,20,4,No
480,969,KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,25,21,4,No
481,971,KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,17,22,19,3,No
482,973,KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,No
483,975,KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,25,22,4,No
484,976,KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,28,24,5,No
485,978,KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,No
486,981,KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,20,4,No
487,983,KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,23,19,3,No
488,985,KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,25,21,4,No
489,987,KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,station wagon,3,26,31,28,6,No
490,988,KIA Soul,1.6,4,Man-6,2WD,Gasoline,station wagon,3,24,30,27,6,No
491,990,KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,station wagon,3,25,30,27,6,No
492,992,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,7,25,30,27,6,No
493,994,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,5,25,30,27,6,No
494,999,KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,21,26,23,5,No
495,1001,KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,23,21,4,No
496,1002,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,22,29,25,5,No
497,1004,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,22,29,25,5,No
498,1006,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,23,5,No
499,1008,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,23,5,No
500,1010,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,23,30,26,5,No
501,1012,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,23,30,26,5,No
502,1014,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,22,4,No
503,1016,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,No
