,Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
38,80,AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,small car,3,19,29,22,4,No
39,82,AUDI TT Roadster,2.0,4,AMS-6,4WD,Gasoline,small car,7,23,30,26,5,No
40,85,AUDI TTS Coupe,2.0,4,AMS-6,4WD,Gasoline,small car,3,23,27,25,5,No
41,86,AUDI allroad quattro,2.0,4,AMS-7,4WD,Gasoline,station wagon,5,22,30,25,5,No
42,88,BENTLEY Bentayga,6.0,12,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,19,15,2,No
43,90,BENTLEY Chiron,8.0,16,AMS-7,4WD,Gasoline,small car,1,9,14,11,1,No
44,92,BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,No
45,94,BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,small car,7,21,32,25,5,No
46,96,BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,35,28,6,No
47,98,BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,No
48,100,BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,24,33,27,6,No
49,103,BMW 320i,2.0,4,Man-6,2WD,Gasoline,small car,3,23,35,27,6,No
50,105,BMW 320i,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3,24,35,28,6,No
51,107,BMW 320i,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3,23,34,27,6,No
52,108,BMW 330e,2.0,4,SemiAuto-8,2WD,Gasoline/Electricity,small car,3,28/66,34/78,30/71,10,Yes
53,110,BMW 330i,2.0,4,Man-6,2WD,Gasoline,small car,7,21,32,25,5,No
54,112,BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,No
55,114,BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,No
56,116,BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4WD,Gasoline,large car,7,23,33,27,6,No
57,118,BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,7,23,33,27,6,No
58,120,BMW 340i,3.0,6,Man-6,2WD,Gasoline,small car,3,19,29,23,5,No
59,122,BMW 340i,3.0,6,Man-6,4WD,Gasoline,small car,3,19,29,23,5,No
60,124,BMW 340i,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,No
61,126,BMW 340i,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,No
62,128,BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3,20,29,23,5,No
63,130,BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,No
64,132,BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,22,32,26,5,No
65,134,BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,small car,7,21,33,25,5,No
66,136,BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,No
67,138,BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,No
68,140,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,27,6,No
69,142,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,6,No
70,144,BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,29,24,5,No
71,146,BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,20,29,23,5,No
72,148,BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3,19,29,23,5,No
73,150,BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,small car,3,19,29,23,5,No
74,152,BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,No
75,154,BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,No
76,156,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,32,25,5,No
77,158,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,21,31,25,5,No
78,160,BMW 530e,2.0,4,SemiAuto-8,2WD,Gasoline/Electricity,small car,7,27/70,31/75,29/72,10,Elite
79,162,BMW 530e,2.0,4,SemiAuto-8,4WD,Gasoline/Electricity,small car,7,27/66,31/68,28/67,10,Elite
80,164,BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,24,34,27,6,No
81,166,BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,No
82,168,BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,midsize car,5,21,30,24,5,No
83,170,BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,5,20,29,23,5,No
84,172,BMW 640i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,20,29,23,5,No
85,174,BMW 640i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,19,28,22,4,No
86,176,BMW 640i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,20,29,23,5,No
87,178,BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,19,28,22,4,No
88,180,BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,No
89,182,BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,No
90,184,BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,No
91,186,BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,No
92,188,BMW 740e,2.0,4,SemiAuto-8,4WD,Gasoline/Electricity,large car,3,25/62,29/68,27/64,9,Yes
93,190,BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,large car,3,21,29,24,5,No
94,192,BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3,20,29,23,5,No
95,194,BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,large car,3,17,25,20,4,No
96,196,BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3,16,25,19,3,No
97,198,BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,No
98,200,BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3,16,25,19,3,No
99,202,BMW M2,3.0,6,AMS-7,2WD,Gasoline,small car,3,20,26,22,4,No
100,204,BMW M2,3.0,6,Man-6,2WD,Gasoline,small car,3,18,26,21,4,No
101,206,BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,small car,3,18,27,22,4,No
102,208,BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,30,24,5,No
103,210,BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,21,30,24,5,No
104,212,BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3,19,28,22,4,No
105,214,BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3,21,30,24,5,No
106,216,BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3,21,30,24,5,No
107,218,BMW M3,3.0,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,No
108,220,BMW M3,3.0,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,No
109,222,BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,small car,3,16,22,19,3,No
110,224,BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,No
111,226,BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,No
112,228,BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,No
113,230,BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,No
114,232,BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,16,25,19,3,No
115,234,BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,small car,1,14,20,16,2,No
116,236,BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,small car,1,15,22,17,3,No
117,238,BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,small car,1,14,20,16,2,No
118,240,BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,small car,1,15,22,17,3,No
119,242,BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,large car,3,13,20,16,2,No
120,244,BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,large car,7,23,32,26,5,No
121,246,BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,large car,7,22,31,25,5,No
122,249,BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,3,18,25,21,4,No
123,251,BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,3,20,28,23,5,No
124,252,BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,small SUV,3,27,33,30,7,Yes
125,254,BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,26,31,28,6,No
126,256,BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,24,30,27,6,No
127,258,BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,midsize car,5,25,35,29,6,No
128,260,BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,midsize car,5,21,30,24,5,No
129,262,BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,midsize car,5,20,29,23,5,No
130,264,CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,small car,5,20,29,23,5,No
131,266,CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,small car,5,22,31,25,5,No
132,268,CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,small car,5,22,30,25,5,No
133,270,CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5,20,30,24,5,No
134,272,CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,small car,5,19,27,22,4,No
135,274,CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,small car,3,16,23,19,3,No
136,276,CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,No
137,278,CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,large car,5,22,30,25,5,No
138,280,CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3,18,26,21,4,No
139,282,CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,large car,5,18,27,21,4,No
140,284,CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,5,22,30,25,5,No
141,286,CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5,21,29,24,5,No
142,288,CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,3,16,24,19,3,No
143,290,CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,5,20,30,24,5,No
144,292,CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,midsize car,5,19,27,22,4,No
145,294,CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,midsize car,1,14,21,17,3,No
146,296,CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
147,298,CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,21,17,3,No
148,300,CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5,19,26,22,4,No
149,302,CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5,18,25,21,4,No
150,304,CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,small car,5,20,30,23,5,No
151,306,CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,small car,5,22,31,25,5,No
152,308,CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,small car,5,16,28,20,4,No
153,310,CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5,19,29,23,5,No
154,312,CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,14,20,16,2,No
155,314,CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,16,25,19,3,No
156,316,CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,small car,1,13,21,15,2,No
157,318,CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,17,27,20,4,No
158,320,CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,pickup,5,20,26,22,4,No
159,322,CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,pickup,5,19,24,21,4,No
160,324,CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,pickup,5,20,26,22,4,No
161,326,CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,pickup,3,22,30,25,4,No
162,328,CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,pickup,3,20,28,23,4,No
163,330,CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,pickup,5,18,25,20,4,No
164,332,CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,special purpose,5,15,15,15,2,No
165,334,CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,pickup,5,17,24,19,3,No
166,336,CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,pickup,3,19,22,20,3,No
167,338,CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,pickup,5,16,18,17,3,No
168,340,CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1,15,22,18,3,No
169,341,CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1,16,25,19,3,No
170,344,CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,13,23,16,2,No
171,345,CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,15,25,18,3,No
172,348,CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,small car,6,27,40,32,7,Yes
173,350,CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,small car,6,29,40,33,8,Yes
174,352,CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,small car,3,31,47,37,7,Yes
175,354,CHEVROLET Cruze,1.6,4,Man-6,2WD,Diesel,small car,3,30,52,37,7,Yes
176,356,CHEVROLET Cruze Hatchback,1.4,4,Man-6,2WD,Gasoline,midsize car,6,27,38,31,7,Yes
177,358,CHEVROLET Cruze Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,midsize car,6,29,38,32,7,Yes
178,360,CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,midsize car,3,30,45,35,7,Yes
179,362,CHEVROLET Cruze Hatchback,1.6,4,Man-6,2WD,Diesel,midsize car,3,29,48,35,7,Yes
180,364,CHEVROLET Cruze Premier,1.4,4,SemiAuto-6,2WD,Gasoline,small car,6,29,39,33,8,Yes
181,366,CHEVROLET Cruze Premier Hatchback,1.4,4,SemiAuto-6,2WD,Gasoline,midsize car,6,28,37,31,7,Yes
182,368,CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,small SUV,5,26,32,28,6,No
183,370,CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,small SUV,5,24,30,26,5,No
184,372,CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,small SUV,3,28,39,32,6,No
185,374,CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,small SUV,3,28,38,32,6,No
186,376,CHEVROLET Equinox,2.0,4,Auto-9,2WD,Gasoline,small SUV,5,22,29,25,5,No
187,378,CHEVROLET Equinox,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,22,28,24,5,No
188,380,CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,large car,3,22,30,25,5,No
189,382,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol/Gas,large car,5,14/18,20/28,16/22,4,No
190,384,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,large car,7,19,28,22,4,No
191,386,CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,midsize car,6,27,36,30,7,Yes
192,388,CHEVROLET Malibu,1.5,4,Auto-6,2WD,Gasoline,midsize car,7,27,36,30,7,Yes
193,390,CHEVROLET Malibu,1.8,4,CVT,2WD,Gasoline,midsize car,3,49,43,46,10,Yes
194,392,CHEVROLET Malibu,2.0,4,Auto-9,2WD,Gasoline,midsize car,5,22,32,26,5,No
195,394,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Ethanol/Gas,pickup,5,12/18,16/24,14/20,4,No
196,396,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Ethanol/Gas,pickup,5,12/17,15/22,13/19,3,No
197,398,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol/Gas,pickup,3,12/16,17/23,14/19,3,No
198,400,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3,16,23,19,3,No
199,401,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3,15,20,17,3,No
200,404,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3,16,22,18,3,No
201,405,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3,15,19,17,3,No
202,408,CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,18,24,20,4,No
203,410,CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,16,22,18,3,No
204,412,CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,16,21,18,3,No
205,414,CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
206,416,CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3,15,21,17,3,No
207,418,CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
208,420,CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,small car,3,28,37,32,7,Yes
209,422,CHEVROLET Sonic,1.4,4,SemiAuto-6,2WD,Gasoline,small car,3,27,35,30,7,Yes
210,424,CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,station wagon,3,28,37,32,7,Yes
211,426,CHEVROLET Sonic 5,1.4,4,SemiAuto-6,2WD,Gasoline,station wagon,3,27,35,30,7,Yes
212,428,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
213,430,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
214,432,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,15/22,12/18,3,No
215,434,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,15,22,18,3,No
216,436,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
217,438,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
218,440,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,16/22,13/18,3,No
219,442,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,No
220,444,CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
221,446,CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,22,17,3,No
222,448,CHEVROLET Traverse,3.6,6,SemiAuto-9,2WD,Gasoline,standard SUV,5,18,27,21,4,No
223,450,CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,standard SUV,5,17,25,20,4,No
224,452,CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,24,30,27,6,No
225,454,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,small car,3,43/113,42/99,42/106,10,Yes
226,456,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline/Electricity,small car,7,43/113,42/99,42/106,10,Elite
227,458,CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol/Gas,large car,3,14/19,22/30,17/23,5,No
228,460,CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,large car,3,19,30,23,5,No
229,462,CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol/Gas,large car,3,13/18,20/27,16/21,4,No
230,464,CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,large car,3,18,27,21,4,No
231,466,CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,3,No
232,468,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3,18,28,22,4,No
233,469,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3,19,28,22,4,No
234,472,DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,midsize car,3,19,30,23,5,No
235,474,DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,midsize car,3,16,25,19,3,No
236,476,DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,midsize car,1,15,23,18,3,No
237,478,DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,25,18,3,No
238,480,DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,No
239,482,DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,midsize car,3,18,27,21,4,No
240,484,DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,midsize car,1,13,22,16,2,No
241,486,DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,midsize car,1,13,21,16,2,No
242,488,DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,25,18,3,No
243,490,DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,No
244,492,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol/Gas,large car,3,14/19,22/30,17/23,5,No
245,494,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3,19,30,23,5,No
246,496,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol/Gas,large car,3,13/18,20/27,16/21,4,No
247,498,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3,18,27,21,4,No
248,500,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,3,No
249,502,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,25,18,3,No
250,504,DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,large car,1,13,22,16,2,No
