,Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
744,1895,PORSCHE 911 Turbo,3.6,6,Man-6,4WD,Gasoline,small car,6,16,23,18,5,no
745,1898,PORSCHE 911 Turbo Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,no
746,1899,PORSCHE 911 Turbo Cabriolet,3.6,6,Man-6,4WD,Gasoline,small car,6,15,24,18,5,no
747,1900,PORSCHE Boxster,2.7,6,Auto-L5,2WD,Gasoline,small car,7,19,26,21,6,yes
748,1901,PORSCHE Boxster,2.7,6,Man-6,2WD,Gasoline,small car,7,19,28,22,6,yes
749,1902,PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,small car,7,20,29,23,7,yes
750,1906,PORSCHE Boxster S,3.4,6,Auto-L5,2WD,Gasoline,small car,7,18,25,21,6,yes
751,1907,PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes
752,1914,PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no
753,1915,PORSCHE Carrera Cabriolet,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,no
754,1916,PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no
755,1917,PORSCHE Carrera Cabriolet,3.6,6,Man-6,2WD,Gasoline,small car,6,18,26,21,6,no
756,1922,PORSCHE Carrera Coupe,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no
757,1923,PORSCHE Carrera Coupe,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,no
758,1924,PORSCHE Carrera Coupe,3.6,6,Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no
759,1925,PORSCHE Carrera Coupe,3.6,6,Man-6,2WD,Gasoline,small car,6,18,26,21,6,no
760,1928,PORSCHE Carrera Targa,3.6,6,Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no
761,1929,PORSCHE Carrera Targa,3.6,6,Man-6,4WD,Gasoline,small car,6,17,25,20,6,no
762,1932,PORSCHE Cayenne,3.6,6,Man-6,4WD,Gasoline,SUV,6,14,20,16,4,no
763,1933,PORSCHE Cayenne,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,14,20,16,4,no
764,1936,PORSCHE Cayenne S,4.8,8,Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,no
765,1940,PORSCHE Cayenne Turbo,4.8,8,Auto-L6,4WD,Gasoline,SUV,6,12,19,14,2,no
766,1942,PORSCHE Cayman,2.7,6,Auto-L5,2WD,Gasoline,small car,7,19,26,21,6,yes
767,1943,PORSCHE Cayman,2.7,6,Man-6,2WD,Gasoline,small car,7,19,28,22,6,yes
768,1944,PORSCHE Cayman,2.7,6,Man-5,2WD,Gasoline,small car,7,20,29,23,7,yes
769,1948,PORSCHE Cayman S,3.4,6,Auto-L5,2WD,Gasoline,small car,7,18,25,21,6,yes
770,1949,PORSCHE Cayman S,3.4,6,Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes
771,1954,ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,midsize car,6,13,19,15,3,no
772,1955,ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,small car,6,13,19,15,3,no
773,1958,ROUSH Stage 3 F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,11,15,13,1,no
774,1959,ROUSH Stage 3 F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,11,15,13,1,no
775,1960,ROUSH Stage 3 Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,14,20,16,4,no
776,1961,ROUSH Stage 3 Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15,20,17,4,no
777,1966,SAAB 9-3 Convertible,2.0,4,Auto-S5,2WD,Gasoline,small car,6,18,24,20,6,no
778,1967,SAAB 9-3 Convertible,2.0,4,Man-6,2WD,Gasoline,small car,6,18,27,22,6,no
779,1970,SAAB 9-3 Convertible,2.8,6,Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no
780,1971,SAAB 9-3 Convertible,2.8,6,Man-6,2WD,Gasoline,small car,6,16,26,19,5,no
781,1974,SAAB 9-3 Sport Sedan,2.0,4,Auto-S5,2WD,Gasoline,small car,6,19,26,21,6,no
782,1975,SAAB 9-3 Sport Sedan,2.0,4,Man-6,2WD,Gasoline,small car,6,19,29,23,7,yes
783,1978,SAAB 9-3 Sport Sedan,2.8,6,Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no
784,1979,SAAB 9-3 Sport Sedan,2.8,6,Man-6,2WD,Gasoline,small car,6,16,26,19,5,no
785,1982,SAAB 9-3 Sportcombi,2.0,4,Auto-S5,2WD,Gasoline,station wagon,6,18,24,20,6,no
786,1983,SAAB 9-3 Sportcombi,2.0,4,Man-6,2WD,Gasoline,station wagon,6,19,29,23,7,yes
787,1986,SAAB 9-3 Sportcombi,2.8,6,Auto-S6,2WD,Gasoline,station wagon,6,15,24,18,5,no
788,1987,SAAB 9-3 Sportcombi,2.8,6,Man-6,2WD,Gasoline,station wagon,6,16,26,19,5,no
789,1990,SAAB 9-5,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6,17,26,20,6,no
790,1991,SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,midsize car,6,18,28,21,6,no
791,1994,SAAB 9-5 Sportcombi,2.3,4,Auto-S5,2WD,Gasoline,station wagon,6,17,26,20,6,no
792,1995,SAAB 9-5 Sportcombi,2.3,4,Man-5,2WD,Gasoline,station wagon,6,18,28,21,6,no
793,1997,SAAB 9-7X,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,no
794,1998,SAAB 9-7X,6.0,8,Auto-L4,4WD,Gasoline,SUV,6,12,16,13,1,no
795,2003,SALEEN S281,5.0,8,Man-6,2WD,Gasoline,small car,6,12,18,14,2,no
796,2005,SATURN Aura,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18,29,22,6,yes
797,2007,SATURN Aura,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,22,30,25,7,yes
798,2010,SATURN Aura,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no
799,2012,SATURN Aura Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes
800,2015,SATURN Outlook,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no
801,2016,SATURN Outlook,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no
802,2019,SATURN Sky,2.0,4,Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no
803,2020,SATURN Sky,2.0,4,Man-5,2WD,Gasoline,small car,6,19,28,22,6,no
804,2023,SATURN Sky,2.4,4,Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no
805,2024,SATURN Sky,2.4,4,Man-5,2WD,Gasoline,small car,6,19,25,21,6,no
806,2028,SATURN Vue,3.5,6,Auto-L6,4WD,Gasoline,SUV,6,15,22,17,4,no
807,2033,SATURN Vue,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,23,19,5,no
808,2034,SATURN Vue,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no
809,2035,SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no
810,2036,SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no
811,2039,SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,small car,6,15,22,17,4,no
812,2040,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
813,2041,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20,27,22,6,yes
814,2048,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,18,23,20,6,no
815,2049,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,25,21,6,no
816,2050,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,no
817,2051,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,20,27,22,6,no
818,2056,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,no
819,2057,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,25,22,6,no
820,2058,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,no
821,2059,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no
822,2065,SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,no
823,2066,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,no
824,2067,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,no
825,2068,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,no
826,2069,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,no
827,2070,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20,27,22,6,yes
828,2071,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20,27,22,6,yes
829,2079,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6,17,24,20,6,no
830,2080,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6,18,24,20,6,no
831,2081,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,no
832,2082,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,no
833,2083,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no
834,2085,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6,17,24,20,6,no
835,2091,SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,no
836,2092,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,no
837,2093,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,no
838,2094,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,no
839,2095,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,no
840,2096,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,19,26,22,6,yes
841,2097,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
842,2104,SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6,18,24,20,6,no
843,2105,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,18,24,20,6,no
844,2106,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,26,22,6,no
845,2107,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6,20,26,22,6,no
846,2109,SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,SUV,6,17,24,20,6,no
847,2111,SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,16,21,18,5,no
848,2124,SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6,16,22,18,5,no
849,2125,SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6,17,22,19,5,no
850,2126,SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6,16,21,18,5,no
851,2127,SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6,17,21,19,5,no
852,2138,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,small car,6,22,30,25,7,yes
853,2139,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,small car,6,23,31,26,8,yes
854,2140,SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,station wagon,6,21,28,24,7,yes
855,2141,SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,station wagon,6,21,28,24,7,yes
856,2142,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,station wagon,6,22,30,25,7,yes
857,2143,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,station wagon,6,22,30,25,7,yes
858,2146,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,15,19,17,4,no
859,2147,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14,17,15,3,no
860,2150,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16,21,18,5,no
861,2151,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,no
862,2154,TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,large car,7,19,28,22,6,yes
863,2156,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21,31,25,7,yes
864,2157,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
865,2158,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
866,2159,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19,28,22,6,yes
867,2163,TOYOTA Camry Hybrid,2.4,4,Auto-AV,2WD,Gasoline,midsize car,9.5,33,34,34,9,yes
868,2165,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7,26,35,29,8,yes
869,2166,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7,28,37,31,9,yes
870,2172,TOYOTA FJ Cruiser,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16,20,18,5,no
871,2173,TOYOTA FJ Cruiser,4.0,6,Man-6,4WD,Gasoline,SUV,6,15,18,16,4,no
872,2174,TOYOTA FJ Cruiser,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,no
873,2175,TOYOTA Highlander,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18,24,20,6,yes
874,2176,TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17,23,19,5,no
875,2179,TOYOTA Highlander Hybrid,3.3,6,Auto-AV,4WD,Gasoline,SUV,9,27,25,26,8,yes
876,2181,TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,no
877,2183,TOYOTA Matrix,1.8,4,Auto-L4,2WD,Gasoline,station wagon,7,25,31,27,8,yes
878,2184,TOYOTA Matrix,1.8,4,Man-5,2WD,Gasoline,station wagon,7,26,33,29,8,yes
879,2187,TOYOTA Prius,1.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,48,45,46,10,yes
880,2189,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,21,27,24,7,yes
881,2190,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7,20,25,22,6,yes
882,2191,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,19,27,22,6,yes
883,2192,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,19,26,21,6,yes
884,2197,TOYOTA Scion TC,2.4,4,Man-5,2WD,Gasoline,small car,7,20,27,23,7,yes
885,2198,TOYOTA Scion TC,2.4,4,Auto-L4,2WD,Gasoline,small car,7,21,29,24,7,yes
886,2201,TOYOTA Scion XB,2.4,4,Auto-S4,2WD,Gasoline,station wagon,7,22,28,24,7,yes
887,2202,TOYOTA Scion XB,2.4,4,Man-5,2WD,Gasoline,station wagon,7,22,28,24,7,yes
888,2205,TOYOTA Scion XD,1.8,4,Auto-L4,2WD,Gasoline,small car,6,26,32,28,8,yes
889,2206,TOYOTA Scion XD,1.8,4,Man-5,2WD,Gasoline,small car,6,27,33,29,8,yes
890,2209,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7,14,17,15,3,no
891,2210,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7,13,16,14,2,no
892,2211,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7,14,19,15,3,no
893,2212,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,no
894,2217,TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17,23,19,5,no
895,2218,TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,minivan,7,16,21,18,5,no
896,2221,TOYOTA Solara,2.4,4,Man-5,2WD,Gasoline,small car,7,21,31,25,7,yes
897,2222,TOYOTA Solara,2.4,4,Auto-S5,2WD,Gasoline,small car,7,22,31,25,7,yes
898,2223,TOYOTA Solara,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18,27,21,6,yes
899,2227,TOYOTA Solara Convertible,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18,26,21,6,yes
900,2234,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6,19,25,21,6,no
901,2235,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6,20,25,22,6,no
902,2238,TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,pickup,6,17,22,19,5,no
903,2243,TOYOTA Tacoma,4.0,6,Man-6,2WD,Gasoline,pickup,6,15,19,17,4,no
904,2244,TOYOTA Tacoma,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,16,20,18,5,no
905,2245,TOYOTA Tacoma,4.0,6,Man-6,4WD,Gasoline,pickup,6,15,18,16,4,no
906,2246,TOYOTA Tacoma,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,16,20,18,5,no
907,2247,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7,14,17,15,3,no
908,2248,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7,13,16,15,3,no
909,2249,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7,14,18,16,4,no
910,2250,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7,13,17,14,2,no
911,2252,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6,15,19,17,4,no
912,2257,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7,29,35,31,9,yes
913,2258,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7,29,36,32,9,yes
914,2261,VOLKSWAGEN Eos,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
915,2262,VOLKSWAGEN Eos,2.0,4,Auto-S6,2WD,Gasoline,small car,7,21,30,24,7,yes
916,2266,VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,small car,6,19,26,22,6,no
917,2267,VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
918,2268,VOLKSWAGEN GTI,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22,29,25,7,yes
919,2271,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21,29,24,7,yes
920,2272,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
921,2275,VOLKSWAGEN Jetta,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
922,2276,VOLKSWAGEN Jetta,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22,29,25,7,yes
923,2277,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,7,21,29,24,7,yes
924,2278,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes
925,2283,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
926,2284,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
927,2287,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,7,21,29,24,7,yes
928,2288,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,7,21,29,24,7,yes
929,2291,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
930,2292,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,29,23,7,yes
931,2295,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
932,2296,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20,29,23,7,yes
933,2299,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,28,23,7,yes
934,2300,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
935,2303,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20,28,23,7,yes
936,2304,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
937,2307,VOLKSWAGEN Passat,2.0,4,Auto-S6,2WD,Gasoline,midsize car,7,19,28,22,6,yes
938,2308,VOLKSWAGEN Passat,2.0,4,Man-6,2WD,Gasoline,midsize car,7,21,29,24,7,yes
939,2313,VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,16,24,19,5,no
940,2314,VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no
941,2315,VOLKSWAGEN Passat Wagon,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7,20,28,23,7,yes
942,2316,VOLKSWAGEN Passat Wagon,2.0,4,Man-6,2WD,Gasoline,station wagon,7,21,29,24,7,yes
943,2320,VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,station wagon,6,16,24,19,5,no
944,2322,VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18,23,20,6,no
945,2323,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
946,2324,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,9.5,22,29,24,7,yes
947,2327,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes
948,2328,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,7,22,29,24,7,yes
949,2332,VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14,20,16,4,no
950,2334,VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,17,14,2,no
951,2336,VOLVO C30,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20,28,23,7,yes
952,2337,VOLVO C30,2.4,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
953,2338,VOLVO C30,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
954,2339,VOLVO C30,2.5,5,Man-6,2WD,Gasoline,small car,7,19,28,23,7,yes
955,2344,VOLVO C70 Convertible,2.5,5,Auto-S5,2WD,Gasoline,small car,7,18,26,21,6,yes
956,2345,VOLVO C70 Convertible,2.5,5,Man-6,2WD,Gasoline,small car,7,18,27,21,6,yes
957,2348,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
958,2349,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20,28,23,7,yes
959,2350,VOLVO S40,2.4,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
960,2351,VOLVO S40,2.5,5,Man-6,4WD,Gasoline,small car,7,17,25,20,6,yes
961,2352,VOLVO S40,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18,26,21,6,yes
962,2353,VOLVO S40,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
963,2354,VOLVO S40,2.5,5,Man-6,2WD,Gasoline,small car,7,19,28,23,7,yes
964,2361,VOLVO S60,2.5,5,Auto-L5,4WD,Gasoline,small car,7,17,26,21,6,yes
965,2362,VOLVO S60,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18,26,21,6,yes
966,2363,VOLVO S60,2.5,5,Auto-L5,2WD,Gasoline,small car,7,19,27,22,6,yes
967,2364,VOLVO S60,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
968,2367,VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,small car,6,18,26,21,6,no
969,2368,VOLVO S60,2.4,5,Man-6,2WD,Gasoline,small car,6,18,26,21,6,no
970,2373,VOLVO S80,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,no
971,2374,VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,midsize car,7,16,24,19,5,no
972,2375,VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,midsize car,7,16,24,19,5,no
973,2376,VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,no
974,2381,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,9.5,20,28,23,7,yes
975,2382,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,7,20,28,23,7,yes
976,2383,VOLVO V50,2.4,5,Man-5,2WD,Gasoline,station wagon,7,20,28,23,7,yes
977,2384,VOLVO V50,2.5,5,Man-6,4WD,Gasoline,station wagon,7,17,25,20,6,yes
978,2385,VOLVO V50,2.5,5,Auto-S5,4WD,Gasoline,station wagon,7,18,26,21,6,yes
979,2386,VOLVO V50,2.5,5,Auto-S5,2WD,Gasoline,station wagon,7,19,27,22,6,yes
980,2387,VOLVO V50,2.5,5,Man-6,2WD,Gasoline,station wagon,7,19,28,23,7,yes
981,2394,VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,station wagon,7,16,24,19,5,no
982,2396,VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,15,22,17,4,no
983,2398,VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,SUV,7,14,20,16,4,no
984,2399,VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,14,20,16,4,no
985,2400,VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,13,19,15,3,no
